Id,Label,authid,TopRank,University,Country,pub_2023,pub_cit_2023,tot_citations,curYear_citations,prevYear_citations,tourism,tourism_marketing,tourism_management,tourism_economics,destination_marketing,Hotel_and_Tourism_management,tourist_behavior,tourism_impacts,sustainable_tourism
212,Ferda HALICIOGLU,212,1,"University of Bradford, United Kingdom",,1,0,5311,300,485,1,0,0,1,0,0,0,0,0
213,"Joseph E. Mbaiwa, PhD",213,1,Professor of Tourism Studies,,6,11,5300,352,504,1,0,0,0,0,0,0,0,0
214,Riyad Eid,214,1,"Professor of Marketing, United Arab Emirates University- UAE & Tanta University- Faculty of …",,6,10,5283,645,783,1,1,0,0,0,0,0,0,0
215,Markus Schuckert,215,1,University of New Hampshire,,3,3,5282,683,873,1,0,0,0,0,0,0,0,0
216,Vincent Tung,216,1,"Associate Professor, Hong Kong Polytechnic University",,7,53,5267,829,1051,1,0,0,0,0,0,0,0,0
217,Catherine Cheung,217,1,"Associate Professor of SHTM, The Hong Kong Polytechnic University",,6,25,5259,549,712,1,0,1,0,0,1,0,0,0
218,Clark Hu 胡中州,218,1,Southern Taiwan University of Science and Technology,,0,0,5257,354,518,1,0,1,0,0,0,0,0,0
219,Juan Carlos Martin,219,1,Institute of Tourism and Sustainable Economic Development (Tides),,11,11,5172,537,626,1,0,0,0,0,0,0,0,0
220,Jesus Garcia-Madariaga,220,1,Profesor Universidad Complutense de Madrid,,5,0,5128,408,577,1,0,0,0,0,0,0,0,0
221,Sedigheh Moghavvemi,221,1,Operation and Management Information System Department,,11,3,5111,810,1063,1,1,0,0,0,0,0,0,0
222,Andreas Muhar,222,1,"University of Natural Resources and Life Sciences BOKU Vienna, Austria",,8,84,5097,413,522,1,0,0,0,0,0,0,0,0
223,Gemma Canoves,223,1,Full Professor in Geography and Tourism . Geography Dept. Universitat Autonoma de …,,1,0,5055,250,352,1,0,0,0,0,0,0,0,0
224,Jun Wen,224,1,Edith Cowan University,,28,84,5006,1212,1739,1,0,0,0,0,0,0,0,0
225,Mimi Li,225,1,"The Hong Kong Polytechnic University, School of Hotel and Tourism Management",,4,16,4996,538,723,1,0,0,0,0,0,1,0,0
226,Evangelos Christou,226,1,"Professor of Tourism Marketing, International Hellenic University",,0,0,4986,246,354,1,1,0,0,0,0,0,0,0
227,Antónia Correia,227,1,"CEFAGE, faculty of economics, University of Algarve",,7,6,4974,436,550,1,0,0,0,0,0,0,0,0
228,Peter Mason,228,1,Professor of Tourism,,2,18,4971,231,318,1,0,0,0,0,0,0,0,0
229,Dr. Craig Webster,229,1,"Associate Professor, Ball State University",,9,13,4968,794,1010,1,0,0,0,0,0,0,0,0
230,Brent Moyle,230,1,"Professor of Tourism, Griffith University",,15,58,4899,934,992,1,0,0,0,0,0,0,0,0
231,Aleksander Panasiuk,231,1,"Professor, Uniwersytet Jagielloński w Krakowie, Poland. ORCID:0000-0002-5807-6636.",,6,1,4897,142,208,1,0,1,1,0,0,0,0,0
232,Prof. Mohamed Battour (ORCID:0000-0003-1700-6487),232,1,A'Sharqiyah University &Tanta University,,10,22,4888,651,860,1,0,1,0,0,0,0,0,0
233,Park Thaichon 🍁,233,1,University of Southern Queensland,,36,56,4876,1374,1350,1,1,0,0,0,0,0,0,0
234,Ghazali Musa,234,1,University of Malaya,,0,0,4858,437,609,1,0,0,0,0,0,0,0,0
235,Neil Carr,235,1,"Professor, University of Otago",,14,29,4853,484,609,1,0,0,0,0,0,0,0,0
236,Professor Dr. Kashif Hussain,236,1,Senior Academician in Higher Education Sector of Malaysia,,1,1,4834,543,711,1,0,0,0,0,0,0,0,0
237,Carmelo J. León,237,1,"Professor, Universidad de Las Palmas de Gran Canaria, Instituto TiDES",,11,16,4831,454,546,1,0,0,0,0,0,0,0,0
238,Eunju Woo,238,1,Professor,,2,1,4808,744,824,1,0,0,0,0,0,0,0,0
239,Andrew Smith,239,1,"Professor of Urban Experiences, School of Architecture and Cities, University of Westminster",,7,4,4795,427,544,1,0,0,0,0,0,0,0,0
240,Terry de Lacy,240,1,Professor Sustainable Tourism,,4,1,4791,275,386,1,0,0,0,0,0,0,0,0
241,Xiaoxiao Fu,241,1,"Asso. Professor, University of Central Florida; PhD, Purdue; MS, JHU; BA, PKU",,9,36,4788,879,1042,1,0,0,0,0,0,0,0,0
242,Muhammad Shakil Ahmad,242,1,Teesside University International Business School,,6,16,4783,831,925,1,0,0,0,0,0,0,0,0
243,Anna Spenceley,243,1,STAND cc / IUCN World Commission on Protected Areas (WCPA) Tourism and Protected …,,2,0,4760,461,633,1,0,0,0,0,0,0,0,0
244,YEONG GUG KIM,244,1,"Professor, College of Business Administration, Kangwon National University, ROK",,3,0,4748,579,771,0,0,0,0,0,0,1,0,0
245,Erdogan Koc,245,1,"Professor of Consumer Behaviour & Marketing Management, Bahcesehir University",,8,13,4746,452,691,1,0,0,0,0,0,1,0,0
246,DAE-YOUNG KIM,246,1,"Professor of Hospitality Management, Division of Applied Social Science, University of …",,6,4,4739,514,595,1,0,0,0,0,0,0,0,0
247,Jinyang Deng,247,1,West Virginia University,,2,1,4692,349,451,1,0,0,0,0,0,0,0,0
248,Timothy Lee; Timothy J. Lee; Timothy Jeonglyeol Lee,248,1,Macau University of Science & Technology,,9,6,4646,724,896,1,0,0,0,0,0,0,0,0
249,Peter Valentine,249,1,James Cook University,,0,0,4644,148,239,1,0,0,0,0,0,0,0,0
250,"Gyehee Lee, G. Lee, GH Lee",250,1,Kyung Hee University,,2,5,4622,517,695,1,1,0,0,0,0,0,0,0
251,Mark P. Hampton,251,1,University of Kent,,2,0,4599,264,345,1,0,0,0,0,0,0,0,0
252,Bihu Wu,252,1,"Profssor of Tourism Studies, Peking University",,1,2,4594,577,676,1,0,0,0,1,0,0,0,0
253,Kenneth F Hyde,253,1,"Associate Professor of Marketing, AUT University",,0,0,4576,307,444,0,0,0,0,0,0,1,0,0
254,Sonia Cruz-Ros,254,1,Profesora Titular de Universidad. Departamento de Dirección de Empresas. Universidad de …,,0,0,4542,259,464,1,0,0,0,0,0,0,0,0
255,Professor Gui Lohmann,255,1,Griffith University | Griffith Institute for Tourism,,5,8,4533,464,629,1,0,1,0,0,0,0,0,0
256,Rodoula H. Tsiotsou,256,1,"Professor of Services Marketing, University of Macedonia, Greece",,8,42,4517,410,464,1,1,0,0,0,0,0,0,0
257,Constantinos Vasilios Priporas,257,1,"Senior Lecturer, Middlesex University",,4,3,4514,610,844,1,1,0,0,0,0,0,0,0
258,Emrah Koçak,258,1,Erciyes Üniversitesi,,7,53,4478,1076,1117,1,0,0,1,0,0,0,0,0
259,Vladimír Baláž,259,1,Slovak Academy of Sciences,,7,2,4468,301,431,1,0,0,0,0,0,0,0,0
260,Patrick Brandful Cobbinah,260,1,"Senior Lecturer, Faculty of Architecture, Building and Planning, University of Melbourne",,17,66,4452,839,902,1,0,0,0,0,0,0,0,0
261,B. Bynum Boley,261,1,"Associate Professor of Parks, Recreation, and Tourism Management (University of Georgia)",,17,34,4436,785,899,1,0,0,0,0,0,0,0,1
262,Erica Wilson,262,1,Professor of Tourism | Pro Vice Chancellor (Academic Innovation),,8,13,4406,437,538,1,0,0,0,0,0,0,0,0
263,Fernando J. Garrigos-Simon,263,1,"Full Professor, Universitat Politecnica de Valencia",,5,1,4355,313,493,1,0,0,0,0,0,0,0,0
264,Wilco Chan,264,1,Macao Institute of Tourism Management,,0,0,4355,391,502,1,0,0,0,0,0,0,0,0
265,Babak Taheri (Prof),265,1,Texas A&M University,,12,45,4334,930,1037,1,0,0,0,0,0,0,0,0
266,Adam Weaver,266,1,"Senior Lecturer in Tourism Management, Victoria University of Wellington",,1,0,4320,201,279,1,0,1,0,0,0,0,0,0
267,Canh Phuc Nguyen,267,1,"School of Public Finance and HAPRI, University of Economics Ho Chi Minh City",,13,8,4315,1628,1426,1,0,0,1,0,0,0,0,0
268,Lorn Sheehan,268,1,"Professor of Strategy, Dalhousie University",,1,0,4308,279,381,1,0,0,0,0,0,0,0,0
269,Antonio Paolo Russo,269,1,"Professor, University Rovira i Virgili",,11,3,4302,308,395,1,0,0,0,0,0,0,0,0
270,Andreas Walmsley,270,1,Plymouth Marjon University,,5,1,4284,524,660,1,0,0,0,0,0,0,0,0
271,Seyi Saint Akadiri,271,1,"Central Bank of Nigeria, Abuja, Nigeria.",,19,204,4280,1392,1379,1,0,0,0,0,0,0,0,0
272,Paul Brunt,272,1,"Professor of Tourism Management, Plymouth University",,0,0,4270,143,238,1,0,0,0,0,0,0,0,0
273,Jung Wan Lee,273,1,Anhui University of Finance and Economics,,0,0,4265,635,750,1,0,0,0,0,0,0,0,0
274,Hatem El-Gohary,274,1,Senior Professor of Marketing,,4,16,4252,544,788,1,1,0,0,0,0,0,0,0
275,Andriani Kusumawati,275,1,"Doctor of Business Administration (Marketing), Brawijaya University",,10,4,4241,737,940,1,1,0,0,0,0,0,0,0
276,Alexandra Coghlan,276,1,"Department of Tourism, Sport and Hotel Management, Griffith University, Gold Coast",,4,26,4236,488,623,1,0,0,0,0,0,0,0,0
277,Sam Lankford,277,1,"Professor, Fresno State",,0,0,4210,126,186,1,0,0,0,0,0,0,0,0
278,Mingming Cheng,278,1,Curtin University,,10,20,4208,854,954,1,1,0,0,0,0,0,0,1
279,Astrid Dickinger,279,1,"Full Professor, MODUL University Vienna",,1,3,4203,208,349,1,0,0,0,0,0,0,0,0
280,Mosab I. Tabash,280,1,Al Ain University of Science and Technology,,58,185,4170,1516,1231,1,0,0,0,0,0,0,0,0
281,Mark Needham,281,1,"Professor, Oregon State University",,5,38,4166,360,387,1,0,0,0,0,0,0,0,0
282,Mosab I. Tabash,282,1,Al Ain University,,58,185,4139,1507,1223,1,0,0,0,0,0,0,0,0
283,Ian Rotherham,283,1,"Emeritus Professor, Advanced Wellbeing Research Centre, Sheffield Hallam University",,11,2,4131,273,447,1,0,0,0,0,0,0,0,0
284,Stephen Pratt,284,1,"Professor, University of Central Florida",,8,34,4110,752,997,1,0,0,0,0,0,0,0,0
285,Ahmad Puad Mat Som,285,1,Universiti Sultan Zainal Abidin Malaysia,,9,1,4104,426,521,1,0,1,0,0,0,0,0,0
286,Jeroen Nawijn,286,1,"Senior Lecturer in Tourism, Breda University of Applied Sciences",,2,15,4096,618,658,1,0,0,0,0,0,0,0,1
287,Heidi Dahles,287,1,Adjunct Professor at University of Tasmania,,3,24,4093,404,483,1,0,0,0,0,0,0,0,0
288,NOGA COLLINS-KREINER,288,1,"Professor, Department of Geography and Environmental Studies, University of Haifa",,2,0,4073,445,537,1,0,0,0,0,0,0,0,0
289,Hassan Gholipour Fereidouni,289,1,"Associate Professor, Western Sydney University, Australia",,14,49,4060,685,815,1,0,0,1,0,0,0,0,0
290,Szilvia Gyimóthy,290,1,Copenhagen Business School,,3,0,4043,410,660,1,0,0,0,0,0,0,0,0
291,Carlo Aall,291,1,Vestlandsforsking,,7,4,4026,466,649,1,0,0,0,0,0,0,0,1
292,Dr Angeliki Menegaki,292,1,Agricultural University of Athens,,12,4,4026,510,618,1,0,0,1,0,0,0,0,0
293,ian mcdonnell,293,1,University of Technolgy Sydney Business School,,0,0,4003,122,263,1,0,0,0,0,0,0,0,0
294,Renuka Mahadevan,294,1,"School of Economics, The University of Queensland",,2,0,3989,483,510,1,0,0,1,0,0,0,0,0
295,Maria Antonia Garcia Sastre,295,1,Univeitat de les Illes Balears,,5,15,3982,724,1144,1,0,0,0,0,0,0,0,0
296,Meltem Caber,296,1,"Professor at Tourism Faculty, Akdeniz University",,2,8,3975,555,706,1,0,0,0,0,0,0,0,0
297,Jacques Bulchand-Gidumal,297,1,Professor of Digital World. TIDES. University of Las Palmas.,,6,11,3969,420,581,1,0,0,0,0,0,0,0,0
298,Salvador Del Barrio-García (ORCID: 0000-0002-6144-0240),298,1,University of Granada,,8,46,3959,467,680,1,1,0,0,0,0,0,0,0
299,TC Chang,299,1,"Associate Professor, National University of Singapore",,2,0,3954,127,244,1,0,0,0,0,0,0,0,0
300,Sarah Nicholls,300,1,"Professor, Swansea University",,1,0,3950,288,463,1,0,0,0,0,0,0,0,0
301,Jane Desmond,301,1,"Professor of Anthropology, University of Illinois at Urbana-Champaign",,0,0,3927,112,149,1,0,0,0,0,0,0,0,0
302,Tahir Albayrak,302,1,"Akdeniz University, Tourism Faculty TURKEY",,2,8,3908,551,704,1,1,0,0,1,0,0,0,0
303,Karl Wöber,303,1,"Professor, MODUL University Vienna",,1,1,3908,127,209,1,0,0,0,0,0,0,0,0
304,David Martín-Consuegra Navarro,304,1,Professor of Marketing (UCLM),,1,1,3907,385,498,1,1,0,0,0,0,0,0,0
305,Arnold Japutra,305,1,University of Western Australia,,12,26,3889,1010,1010,1,0,0,0,0,0,0,0,0
306,Manuela Pulina,306,1,Università di Sassari & CRENoS,,8,2,3880,326,425,1,0,0,1,0,0,0,0,0
307,Elizabeth Halpenny,307,1,University of Alberta,,7,14,3878,489,608,1,0,0,0,0,0,0,0,0
308,Ana M. Díaz Martín,308,1,"Full Professor of Marketing, Universidad Autónoma de Madrid",,2,6,3863,218,282,1,0,0,0,0,0,0,0,0
309,G Busby,309,1,Professor Plymouth University,,0,0,3861,176,290,1,0,0,0,0,0,0,0,0
310,J. Alberto Castañeda,310,1,Dept. of Marketing (University of Granada),,7,12,3860,331,410,1,0,0,0,0,0,0,0,0
311,Hubert Job,311,1,"Professor Geography, Julius-Maximilians-Universität Würzburg",,3,0,3829,278,341,1,0,0,1,0,0,0,0,0
312,Stephen Holland,312,1,"Professor of Tourism, Recreation and Sport Management, University of Florida",,0,0,3827,314,423,1,0,0,0,0,0,0,0,0
313,Dr. Muhammad Atif Nawaz,313,1,"Associate Professor of Economics, The Islamia University of Bahawalpur, Pakistan",,6,44,3821,1139,1357,1,0,0,1,0,0,0,0,0
314,Christer Thrane,314,1,Lillehammer University College,,1,0,3813,246,304,1,0,0,0,0,0,0,0,0
315,Carmen Cox OR Carmen Tideswell,315,1,Bond University,,0,0,3795,169,254,1,0,0,0,0,0,0,0,0
316,Kelly S Bricker,316,1,"Professor and Director, Arizona State University",,2,1,3793,335,389,1,0,0,0,0,0,0,0,1
317,Anu Valtonen,317,1,"Professor, University of Lapland",,4,3,3791,285,348,1,0,0,0,0,0,0,0,0
318,Michael Lueck,318,1,AUT University,,7,2,3780,328,479,1,0,0,0,0,0,0,0,1
319,Jane Ali-Knight,319,1,Professor of Festival and Event Management,,7,3,3777,169,313,1,0,0,0,0,0,0,0,0
320,Antoni Serra Cantallops,320,1,Professor de marketing,,2,3,3773,431,427,1,0,0,0,0,0,0,0,0
321,Tarik Dogru (Dr. True),321,1,"Associate Professor, Florida State University",,14,131,3771,1038,966,1,0,0,0,0,0,0,0,0
322,Gábor Michalkó,322,1,"Professor of Tourism, University of Pannonia, Veszprém; Scientific adviser, CSFK …",,13,13,3749,317,467,1,0,0,0,0,0,0,0,0
323,Wes Roehl,323,1,"Professor, School of Sport, Tourism & Hospitality Management, Temple University",,3,1,3748,177,269,1,0,0,0,0,0,0,1,0
324,Atif Jahanger,324,1,"Assistant Professor , Hainan university, haikou, china",,30,503,3740,2051,1394,1,0,0,1,0,0,0,0,0
325,Andrea Saayman,325,1,"Professor of Economics, North-West University",,5,12,3731,306,423,1,0,0,1,0,0,0,0,0
326,Cevdet AVCIKURT,326,1,"Professor of Tourism Faculty, Balikesir University",,0,0,3704,181,324,1,0,0,0,0,0,0,0,0
327,Luiz Gonzaga Godoi Trigo,327,1,"Escola de Artes, Ciências e Humanidades da Universidade de São Paulo",,1,0,3674,75,148,1,0,0,0,0,0,0,0,0
328,José A. Fraiz-Brea 0000-0002-3190-6492,328,1,Universidade de Vigo,,9,3,3669,386,492,1,0,0,0,0,0,0,0,0
329,Kruger S,329,1,"North West University, Potchefstroom Campus",,0,0,3633,497,737,1,0,0,0,0,0,0,0,0
330,Zeeshan Fareed,330,1,Centre for Transdisciplinary Development Studies at the University of Trás-os-Montes and …,,14,98,3627,1290,1225,1,0,0,1,0,0,0,0,0
331,Hugues Seraphin,331,1,Oxford Brookes Business School (UK),,23,34,3610,608,806,1,0,0,0,0,0,0,0,0
332,Miguel A. Rodríguez-Molina,332,1,Universidad de Granada. Dpto. Comercialización e Investigación de Mercados,,4,8,3592,343,382,1,0,0,0,0,0,0,0,0
333,Saroja Selvanathan,333,1,"Professor of Applied Econometrics, Griffith University",,6,10,3591,338,489,1,0,0,0,0,0,0,0,0
334,Bharath M. Josiam,334,1,University of North Texas - Professor -Department of Hospitality & Tourism (Retired January …,,3,1,3568,253,321,1,0,0,0,0,0,0,0,0
335,"Lamers, M",335,1,"Associate Professor, Environmental Policy, Wageningen University",,5,4,3561,399,507,1,0,0,0,0,0,0,0,0
336,Heather Zeppel,336,1,"Associate Professor, Australian Centre for Sustainable Business, University of Southern …",,0,0,3559,148,190,1,0,0,0,0,0,0,0,0
337,Magnus Hultman,337,1,Brock University,,9,19,3539,525,578,1,0,0,0,0,0,0,0,0
338,Flemming Sørensen,338,1,"Professor (MSO) in Business Studies at Roskilde University, Denmark",,2,0,3526,346,406,1,0,0,0,0,0,0,0,0
339,Wiston Adrián Risso Charquero,339,1,PhD in Economics. Data Scientist.,,1,0,3507,216,317,1,0,0,1,0,0,0,0,0
340,Stuart Cottrell,340,1,"Professor of Human Dimensions of Natural Resources, Colorado State University",,0,0,3503,283,349,1,0,0,0,0,0,0,0,1
341,Dimitrios Belias,341,1,"Assistant Professor, Department of Business Administration, University of Thessaly, Greece",,23,54,3500,673,627,1,0,1,0,0,0,0,0,0
342,Rene van der Duim,342,1,"Emeritus Professor, Wageningen University & Research",,4,14,3493,229,355,1,0,0,0,0,0,0,0,0
343,Anthony Tee,343,1,Univesiti Sains Malaysia,,4,1,3492,313,454,1,0,0,0,0,0,0,0,1
344,Zainab Khalifah,344,1,"Professor of Tourism Management, Universiti Teknologi Malaysia",,0,0,3488,424,529,1,0,1,0,0,0,0,0,0
345,Ya-Yen Sun,345,1,University of Queensland,,4,32,3468,645,752,1,0,0,1,0,0,0,0,0
346,Yaniv Belhassen,346,1,Ben-Gurion University of the Negev,,2,1,3467,325,420,1,0,0,0,0,0,0,0,0
347,Dr Edmund Goh,347,1,"Associate Professor, Hotel and Tourism Management, Bond University Australia",,10,66,3459,806,890,1,0,1,0,0,0,0,0,0
348,Jonathan Goodrich,348,1,"Professor of Marketing and Logistics, Florida International University",,0,0,3450,82,127,1,0,0,0,0,0,0,0,0
349,Kevin Moore,349,1,"Professor in Psychology, Lincoln University",,1,0,3442,214,344,1,0,0,0,0,0,0,0,0
350,Agustin Santana Talavera,350,1,Professor Antropology of Tourism. Universidad de La Laguna,,1,0,3441,147,258,1,0,0,0,0,0,0,0,0
351,Sergio Moreno-Gil,351,1,Universidad de Las Palmas de Gran Canaria. Instituto de Turismo y Desarrollo Sostenible …,,5,0,3440,324,438,1,1,0,0,1,0,0,0,0
352,Xi Y. Leung,352,1,University of North Texas,,18,57,3400,779,787,1,0,0,0,0,0,0,0,0
353,Maria Santana Gallego,353,1,"Associate professor, University of the Balearic Islands",,0,0,3367,496,630,1,0,0,0,0,0,0,0,0
354,Sara Campo,354,1,Full Professor (Profesora Catedrática) of Marketing and Tourism Marketing,,3,10,3366,347,482,1,0,0,0,0,0,0,0,0
355,harry coccossis,355,1,"University of Thessaly, Greece",,0,0,3364,117,195,1,0,0,0,0,0,0,0,0
356,Roman Egger,356,1,Professor of Tourism @ Salzburg University of Applied Sciences,,7,11,3363,816,858,1,0,1,0,0,0,0,0,0
357,Rich Harrill,357,1,University of South Carolina,,1,1,3362,147,244,1,0,0,0,0,0,0,0,0
358,Michelle Whitford,358,1,Associate Professor Griffith University,,1,0,3350,270,418,1,0,0,0,0,0,0,0,0
359,Maria Gravari-Barbas,359,1,"Professor, Paris 1 Panthéon-Sorbonne University",,6,0,3349,221,313,1,0,0,0,0,0,0,0,0
360,Mary Mostafanezhad,360,1,"Professor of Geography and Environment, University of Hawai'i at Manoa",,7,2,3347,400,512,1,0,0,0,0,0,0,0,0
361,Jouke van Dijk,361,1,"Professor of Regional Labour Market Analysis, University of Groningen",,0,0,3346,183,215,1,0,0,0,0,0,0,0,0
362,Professor Prem Chhetri,362,1,RMIT Unversity,,9,16,3341,383,502,1,0,0,0,0,0,0,0,0
363,Dr. Miguel Moital,363,1,"Principal Lecturer, Department of Sport & Events Management, Bournemouth University …",,0,0,3335,341,482,1,0,0,0,0,0,0,0,0
364,Olga Hadzic,364,1,"Faculty of Science, University of Novi Sad",,0,0,3329,123,168,1,0,0,0,0,0,0,0,0
365,Prof. John S. Akama,365,1,"Vice Chancellor, Kisii University",,0,0,3327,114,185,1,0,1,0,0,0,0,0,0
366,Robert Steiger,366,1,"Department of Public Finance, University of Innsbruck",,4,21,3317,465,526,1,0,0,0,0,0,0,0,0
367,Santiago Melián González,367,1,Universidad de Las Palmas de Gran Canaria,,4,4,3315,254,392,1,0,0,0,0,0,0,0,0
368,Elaheh Yadegaridehkordi,368,1,Central Queensland University,,14,65,3296,919,935,1,0,0,0,0,0,0,0,0
369,"Ben Haobin Ye,Ph.D, Professor (Associate)",369,1,"School of Tourism Management, South China Normal University",,3,4,3293,581,727,0,0,0,0,1,0,0,0,0
370,Assoc. Prof. Dr. I Gusti Bagus Rai Utama,370,1,Associate Professor in Tourism at Universitas Dhyana Pura,,22,10,3275,554,687,1,0,0,0,0,0,0,0,0
371,Hannele Kauppinen-Räisänen,371,1,"University of Helsinki, Department of Economics and Management, ORCHID: 0000-0001 …",,5,1,3261,463,613,1,0,0,0,0,0,0,0,0
372,Fang Liu,372,1,University of Western Australia,,5,3,3241,439,708,1,1,0,0,0,0,0,0,0
373,Ruggero Sainaghi,373,1,Associate Professor IULM University,,4,1,3227,283,356,1,0,0,0,0,0,0,0,0
374,Badaruddin Mohamed,374,1,universiti sains malaysia,,1,1,3199,242,365,1,0,0,0,0,0,0,0,0
375,Cody Morris Paris,375,1,"Professor, Deputy Director, Middlesex University Dubai",,4,1,3195,311,375,1,0,0,0,0,0,0,0,0
376,RJS Beeton,376,1,A/Prof University of Queensland,,1,0,3189,126,211,1,0,0,0,0,0,0,0,0
377,Bekir Bora Dedeoğlu,377,1,Nevsehir Hacı Bektas Veli University; Nevsehir HBV University; Nevsehir University,,8,26,3186,652,832,1,1,0,0,1,0,0,0,0
378,Jacint Balaguer,378,1,Full Professor. Department of Economics. Universitat Jaume I. Spain,,3,3,3184,232,331,1,0,0,1,0,0,0,0,0
379,Mai Ngoc Khuong,379,1,"International University - Vietnam National University, Ho Chi Minh City",,23,16,3184,482,575,1,0,0,0,0,0,1,0,0
380,Donald E. Hawkins,380,1,"Professor of Management, Tourism Studies and International Affairs, George Washington …",,0,0,3176,61,123,1,0,0,0,0,0,0,0,0
381,Gamal SA Khalifa,381,1,"Faculty of Business, Higher Colleges of Technology",,5,61,3166,391,679,1,1,0,0,0,0,0,0,0
382,Maria Kousis,382,1,University of Crete,,1,1,3163,99,210,1,0,0,0,0,0,0,0,0
383,MARIANA Mohamed Osman,383,1,international islamic university malaysia,,23,19,3155,440,544,1,0,0,0,0,0,0,0,0
384,Martin Young,384,1,martinyoung.geography@gmail.com,,0,0,3151,150,246,1,0,0,0,0,0,0,0,0
385,Gabrielle Walters,385,1,University of Queensland,,2,0,3133,473,578,1,0,0,0,0,0,0,0,0
386,Dr. Elmira Djafarova,386,1,"Associate Professor, Head of Marketing Subject Group, Northumbria University",,3,0,3116,692,850,1,0,0,0,0,0,0,0,0
387,Austin Rong-Da Liang,387,1,National Kaohsiung University of Hospitality and Tourism,,3,2,3107,270,378,1,1,0,0,0,0,0,0,0
